"filename", "language", "Markdown", "PowerShell", "TypeScript", "Ini", "JavaScript", "TypeScript JSX", "JSON", "JSON with Comments", "Shell Script", "YAML", "Python", "toml", "pip requirements", "XML", "Docker", "JSON Lines", "PostCSS", "HTML", "Ignore", "comment", "blank", "total"
"f:\animate-serial\apps\anyreason\fastapi_backend\app\tasks\handlers\scene_storyboard_preview.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 48
"f:\animate-serial\apps\anyreason\fastapi_backend\app\tasks\handlers\shot_video_generate.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 134, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 158
"f:\animate-serial\apps\anyreason\fastapi_backend\app\tasks\handlers\user_app_run.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 47
"f:\animate-serial\apps\anyreason\fastapi_backend\app\tasks\process_task.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 61
"f:\animate-serial\apps\anyreason\fastapi_backend\app\tasks\queue.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 49
"f:\animate-serial\apps\anyreason\fastapi_backend\app\tasks\realtime.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 88
"f:\animate-serial\apps\anyreason\fastapi_backend\app\tasks\redis_client.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 21
"f:\animate-serial\apps\anyreason\fastapi_backend\app\tasks\reporter.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 148, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 160
"f:\animate-serial\apps\anyreason\fastapi_backend\app\tasks\ticket.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 65
"f:\animate-serial\apps\anyreason\fastapi_backend\app\tasks\worker.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 92, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 111
"f:\animate-serial\apps\anyreason\fastapi_backend\app\tasks\ws.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 26
"f:\animate-serial\apps\anyreason\fastapi_backend\app\users.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 110
"f:\animate-serial\apps\anyreason\fastapi_backend\app\utils.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 7
"f:\animate-serial\apps\anyreason\fastapi_backend\app\vfs_docs.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 51
"f:\animate-serial\apps\anyreason\fastapi_backend\app\vfs_layout.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 50
"f:\animate-serial\apps\anyreason\fastapi_backend\app\vfs_renderers\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2
"f:\animate-serial\apps\anyreason\fastapi_backend\app\vfs_renderers\asset_doc_renderer.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 31
"f:\animate-serial\apps\anyreason\fastapi_backend\app\vfs_templates\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"f:\animate-serial\apps\anyreason\fastapi_backend\app\vfs_templates\asset_doc.md", "Markdown", 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 13
"f:\animate-serial\apps\anyreason\fastapi_backend\app\vfs_templates\episode_doc.md", "Markdown", 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 12
"f:\animate-serial\apps\anyreason\fastapi_backend\commands\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"f:\animate-serial\apps\anyreason\fastapi_backend\commands\generate_openapi_schema.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 7, 12, 43
"f:\animate-serial\apps\anyreason\fastapi_backend\commands\verify_default_admin.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 54
"f:\animate-serial\apps\anyreason\fastapi_backend\db_init.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"f:\animate-serial\apps\anyreason\fastapi_backend\logs\pydanticai_debug\2026-02-14T13-51-15Z_scene_test_chat_c55ba637d944471abe652873102baa4e.jsonl", "JSON Lines", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 1, 8
"f:\animate-serial\apps\anyreason\fastapi_backend\logs\pydanticai_debug\2026-02-14T15-49-59Z_scene_test_chat_da5d15a25dd047bdad1f0b194dfd4849.jsonl", "JSON Lines", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 1, 8
"f:\animate-serial\apps\anyreason\fastapi_backend\logs\pydanticai_debug\2026-02-14T16-21-30Z_scene_test_chat_c240066ab4544e2f8d67e995b8a97c04.jsonl", "JSON Lines", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 1, 8
"f:\animate-serial\apps\anyreason\fastapi_backend\logs\pydanticai_debug\2026-02-15T13-31-59Z_scene_test_chat_7b60cc346c1142ee910d596fee07efd5.jsonl", "JSON Lines", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 1, 3
"f:\animate-serial\apps\anyreason\fastapi_backend\logs\pydanticai_debug\2026-02-15T14-06-30Z_scene_test_chat_6d6416bd7e744e45988aaa38d8ec7ada.jsonl", "JSON Lines", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 1, 3
"f:\animate-serial\apps\anyreason\fastapi_backend\logs\pydanticai_debug\2026-02-15T14-06-54Z_scene_test_chat_0ed4a109f8f248fbbb928015e5f97563.jsonl", "JSON Lines", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 1, 3
"f:\animate-serial\apps\anyreason\fastapi_backend\logs\pydanticai_debug\2026-02-15T14-07-41Z_scene_test_chat_8f2d4b722dee4f7aa65fdd11a52137fa.jsonl", "JSON Lines", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 1, 3
"f:\animate-serial\apps\anyreason\fastapi_backend\logs\pydanticai_debug\2026-02-16T10-10-48Z_scene_test_chat_098efb4a364643b3ad680e228a57899f.jsonl", "JSON Lines", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 4
"f:\animate-serial\apps\anyreason\fastapi_backend\logs\pydanticai_debug\2026-02-16T10-16-34Z_scene_test_chat_1ccb81cb32c24f359e3516576ec2c09c.jsonl", "JSON Lines", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 1, 5
"f:\animate-serial\apps\anyreason\fastapi_backend\logs\pydanticai_debug\2026-02-16T10-17-08Z_scene_test_chat_dfbbe4d64d8141c4ab5a0a59d18a9e28.jsonl", "JSON Lines", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 1, 8
"f:\animate-serial\apps\anyreason\fastapi_backend\logs\pydanticai_debug\2026-02-18T01-12-55Z_scene_test_chat_67a98fd0456f4166b733d8492aac3df9.jsonl", "JSON Lines", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 1, 8
"f:\animate-serial\apps\anyreason\fastapi_backend\logs\pydanticai_debug\2026-02-18T23-51-37Z_scene_test_chat_10b6692cdf784fd5a0e863374ff43ba7.jsonl", "JSON Lines", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 4
"f:\animate-serial\apps\anyreason\fastapi_backend\logs\pydanticai_debug\2026-02-18T23-54-01Z_scene_test_chat_b3d985783fcb45d79870a428a743a624.jsonl", "JSON Lines", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 1, 8
"f:\animate-serial\apps\anyreason\fastapi_backend\logs\pydanticai_debug\2026-02-19T00-15-00Z_scene_test_chat_05893e46648f4ee2a0bb835504ceda8d.jsonl", "JSON Lines", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 1, 8
"f:\animate-serial\apps\anyreason\fastapi_backend\logs\pydanticai_debug\2026-02-20T00-48-20Z_scene_test_chat_d9ffcd2c6a4a489eb6ab56a9de33709a.jsonl", "JSON Lines", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 1, 6
"f:\animate-serial\apps\anyreason\fastapi_backend\mypy.ini", "Ini", 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 15
"f:\animate-serial\apps\anyreason\fastapi_backend\pytest.ini", "Ini", 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
"f:\animate-serial\apps\anyreason\fastapi_backend\requirements.txt", "pip requirements", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 593, 0, 0, 0, 0, 0, 0, 221, 1, 815
"f:\animate-serial\apps\anyreason\fastapi_backend\scripts\debug_ai_scene_test_chat_task.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 33, 10, 97
"f:\animate-serial\apps\anyreason\fastapi_backend\scripts\debug_publish_task_event.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 21
"f:\animate-serial\apps\anyreason\fastapi_backend\scripts\debug_redis_ping.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 25
"f:\animate-serial\apps\anyreason\fastapi_backend\scripts\dev_repro_noop_task_run.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 37
"f:\animate-serial\apps\anyreason\fastapi_backend\scripts\dev_repro_test_chat.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 32
"f:\animate-serial\apps\anyreason\fastapi_backend\scripts\init_ai_catalog.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 142, 0, 0, 0, 0, 0, 0, 0, 0, 7, 34, 183
"f:\animate-serial\apps\anyreason\fastapi_backend\start.sh", "Shell Script", 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 19
"f:\animate-serial\apps\anyreason\fastapi_backend\start_celery_worker.sh", "Shell Script", 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 8
"f:\animate-serial\apps\anyreason\fastapi_backend\start_db_init.sh", "Shell Script", 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 15
"f:\animate-serial\apps\anyreason\fastapi_backend\start_worker.ps1", "PowerShell", 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5
"f:\animate-serial\apps\anyreason\fastapi_backend\start_worker.sh", "Shell Script", 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 15
"f:\animate-serial\apps\anyreason\fastapi_backend\tests\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"f:\animate-serial\apps\anyreason\fastapi_backend\tests\ai_gateway\test_doubao_seedream_image_provider.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 84
"f:\animate-serial\apps\anyreason\fastapi_backend\tests\ai_scene_test\test_markdown_asset_extraction.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 68
"f:\animate-serial\apps\anyreason\fastapi_backend\tests\ai_scene_test\test_run_archive.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 36
"f:\animate-serial\apps\anyreason\fastapi_backend\tests\commands\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"f:\animate-serial\apps\anyreason\fastapi_backend\tests\commands\files\openapi_test.json", "JSON", 0, 0, 0, 0, 0, 0, 1073, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1073
"f:\animate-serial\apps\anyreason\fastapi_backend\tests\commands\files\openapi_test_output.json", "JSON", 0, 0, 0, 0, 0, 0, 1073, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1073
"f:\animate-serial\apps\anyreason\fastapi_backend\tests\commands\test_generate_openapi_schema.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 66
"f:\animate-serial\apps\anyreason\fastapi_backend\tests\conftest.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 157, 0, 0, 0, 0, 0, 0, 0, 0, 11, 47, 215
"f:\animate-serial\apps\anyreason\fastapi_backend\tests\main\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"f:\animate-serial\apps\anyreason\fastapi_backend\tests\main\test_main.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 93, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8, 103
"f:\animate-serial\apps\anyreason\fastapi_backend\tests\routes\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"f:\animate-serial\apps\anyreason\fastapi_backend\tests\routes\test_admin_agent_prompt_versions.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 94
"f:\animate-serial\apps\anyreason\fastapi_backend\tests\routes\test_admin_builtin_agents.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 113
"f:\animate-serial\apps\anyreason\fastapi_backend\tests\routes\test_admin_rbac.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 96
"f:\animate-serial\apps\anyreason\fastapi_backend\tests\routes\test_agents.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 206, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 233
"f:\animate-serial\apps\anyreason\fastapi_backend\tests\routes\test_ai_asset_extraction.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 138, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 170
"f:\animate-serial\apps\anyreason\fastapi_backend\tests\routes\test_ai_context.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 50
"f:\animate-serial\apps\anyreason\fastapi_backend\tests\routes\test_ai_model_config_test_chat.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 151, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 179
"f:\animate-serial\apps\anyreason\fastapi_backend\tests\routes\test_ai_model_config_test_image.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 184, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 213
"f:\animate-serial\apps\anyreason\fastapi_backend\tests\routes\test_ai_model_test_sessions.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 96, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 115
"f:\animate-serial\apps\anyreason\fastapi_backend\tests\routes\test_ai_prompt_presets.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 49
"f:\animate-serial\apps\anyreason\fastapi_backend\tests\routes\test_ai_scene_catalog.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 47
"f:\animate-serial\apps\anyreason\fastapi_backend\tests\routes\test_ai_scene_runner.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 19
"f:\animate-serial\apps\anyreason\fastapi_backend\tests\routes\test_ai_scene_structure.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 116
"f:\animate-serial\apps\anyreason\fastapi_backend\tests\routes\test_ai_scene_test.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 124
"f:\animate-serial\apps\anyreason\fastapi_backend\tests\routes\test_ai_scenes_admin.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 46
"f:\animate-serial\apps\anyreason\fastapi_backend\tests\routes\test_ai_storyboard.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 64
"f:\animate-serial\apps\anyreason\fastapi_backend\tests\routes\test_credits.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 36
"f:\animate-serial\apps\anyreason\fastapi_backend\tests\routes\test_episode_doc_api.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 58
"f:\animate-serial\apps\anyreason\fastapi_backend\tests\routes\test_episodes.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 65
"f:\animate-serial\apps\anyreason\fastapi_backend\tests\routes\test_items.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 96, 0, 0, 0, 0, 0, 0, 0, 0, 18, 21, 135
"f:\animate-serial\apps\anyreason\fastapi_backend\tests\routes\test_scene_engine.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 78
"f:\animate-serial\apps\anyreason\fastapi_backend\tests\routes\test_scripts.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 104
"f:\animate-serial\apps\anyreason\fastapi_backend\tests\routes\test_tasks.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 92, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 104
"f:\animate-serial\apps\anyreason\fastapi_backend\tests\routes\test_user_agents.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 48
"f:\animate-serial\apps\anyreason\fastapi_backend\tests\routes\test_user_apps.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 47
"f:\animate-serial\apps\anyreason\fastapi_backend\tests\routes\test_vfs.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 53
"f:\animate-serial\apps\anyreason\fastapi_backend\tests\routes\test_vfs_auth.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 86
"f:\animate-serial\apps\anyreason\fastapi_backend\tests\scene_engine\test_episode_characters_scene.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 79
"f:\animate-serial\apps\anyreason\fastapi_backend\tests\tasks\test_ai_scene_test_chat_task.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 63
"f:\animate-serial\apps\anyreason\fastapi_backend\tests\tasks\test_episode_asset_agent_apply.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 99
"f:\animate-serial\apps\anyreason\fastapi_backend\tests\tasks\test_episode_asset_split_handlers.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 117, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 157
"f:\animate-serial\apps\anyreason\fastapi_backend\tests\tasks\test_episode_doc_backfill.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 72
"f:\animate-serial\apps\anyreason\fastapi_backend\tests\tasks\test_episode_storyboard_agent_apply.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 66
"f:\animate-serial\apps\anyreason\fastapi_backend\tests\tasks\test_freeform_asset_extraction_compare_preview.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 68
"f:\animate-serial\apps\anyreason\fastapi_backend\tests\tasks\test_user_app_run.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 62
"f:\animate-serial\apps\anyreason\fastapi_backend\tests\test_agent_factory.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 82, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 100
"f:\animate-serial\apps\anyreason\fastapi_backend\tests\test_agent_platform_models.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 92
"f:\animate-serial\apps\anyreason\fastapi_backend\tests\test_agent_platform_seed.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 27
"f:\animate-serial\apps\anyreason\fastapi_backend\tests\test_agent_service_dialogue_alias.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 48
"f:\animate-serial\apps\anyreason\fastapi_backend\tests\test_ai_runtime_imports.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 6
"f:\animate-serial\apps\anyreason\fastapi_backend\tests\test_alembic_heads.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 27
"f:\animate-serial\apps\anyreason\fastapi_backend\tests\test_apply_plans.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 159, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 192
"f:\animate-serial\apps\anyreason\fastapi_backend\tests\test_apply_plans_image_prompt.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 69
"f:\animate-serial\apps\anyreason\fastapi_backend\tests\test_apply_plans_storyboard_apply.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 67
"f:\animate-serial\apps\anyreason\fastapi_backend\tests\test_apply_plans_video_prompt.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 70
"f:\animate-serial\apps\anyreason\fastapi_backend\tests\test_database.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 20, 31, 109
"f:\animate-serial\apps\anyreason\fastapi_backend\tests\test_email.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 9, 17, 90
"f:\animate-serial\apps\anyreason\fastapi_backend\tests\test_openai_compat_patch.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 2, 19, 50
"f:\animate-serial\apps\anyreason\fastapi_backend\tests\test_openai_text_provider_dump.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 43
"f:\animate-serial\apps\anyreason\fastapi_backend\tests\test_pydanticai_debug_log.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 24
"f:\animate-serial\apps\anyreason\fastapi_backend\tests\test_script_structure_parse.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 112
"f:\animate-serial\apps\anyreason\fastapi_backend\tests\utils\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
